RR3_HRT_FLT_F1	RR3_HRT_FLT_F2	RR3_HRT_FLT_F9	RR3_HRT_GC_G7	RR3_HRT_GC_G8	gene_symbol
0	0	4	0	0	Guca1b
675	688	1046	476	340	Taf8
5	6	4	15	0	Guca1a
73.5	35.87	50.81	81.74	28.8	Gm20517
1458	1247	2330	1231	864	Bysl
1187	1109	1791	964	576	Tfeb
241	348	288	258	102	Foxp4
201	152	270	139	38	Trem2
10	6	4	37	1	Treml1
733	764	1018	653	396	Nfya
5	7	1	1	0	Tspo2
135	77	231	111	57	Kif6
1377	1876	1921	1245	785	Brd4
1889	1336	2715	1239	814	Stk38
1837	1334	2810	1467	899	Ppil1
129	22	21	11	0	Cpne5
3146	2072	2674	1127	586	Pi16
4541	3542	6739	3350	2145	Mtch1
54	41	75	38	38	Fgd2
984	322	1142	511	215	Pim1
815	871	1322	772	428	Ccdc167
4011.57	3421.52	6322.5	3246.31	2019.66	Cmtr1
11468.05	10258.32	18989.29	9688.91	5642.07	Glo1
52	1	2	5	0	Glp1r
344	378	391	225	150	Abcg1
22	13	44	14	9	Rsph1
1	0	0	0	0	Tmprss3
445	531	668	432	207	Slc37a1
324	248	481	276	135	Wdr4
27470	20916	40694	19300	10171	Ndufv3
107	49	112	49	5	Cbs
0	0	5	0	0	Cryaa
982	1513	1109	1100	878	Sik1
422	269	477	267	173	Arhgap28
904	856	1181	773	416	Epb41l3
2185	1453	3004	1596	990	Akap8
22378.42	20345.92	38704.79	18041.39	12985.77	Myl12a
79201	68897	128216	63857	42997	Myom1
926	850	1004	591	408	Wiz
501	796	685	485	180	Lpin2
1398	1253	1190	785	327	Emilin2
2609	2636	4091	2270	1471	Smchd1
232	161	323	156	75	Cyp4f13
26	19	31	12	34	Ndc80
8984	9170	12217	6796	3954	Clip4
27498	26453	43926	26035	15050	Lbh
3	0	0	0	0	Galnt14
290	337	389	252	110	Ehd3
3906	5834	6859	3330	2378	Xdh
1353	947	2070	1089	513	Dpy30
1464	1374	2458	1297	767	Spast
447	422	794	391	245	Slc30a6
2236	2154	3141	1818	952	Prkd3
1878	1713	2863	1554	918	Yipf4
13521	14436	21375	11344	7412	Birc6
4143	4813	5384	3835	2217	Crim1
207	139	195	81	3	Vit
2100	1822	3221	1920	1238	Strn
718	571	1148	487	275	Ttc27
1122	1056	1792	1131	705	Eif2ak2
1469	1563	2427	1349	832	Cebpz
1598	1256	2298	1171	747	Ndufaf7
9793	9864	15992	8315	5397	Pja2
257	213	234	148	44	Qpct
2327	3097	3362	2065	1127	Man2a1
323	395	214	324	24	Cyp1b1
3093	2918	4909	2566	1737	Vapa
1190	1065	1514	1001	505	Hnrnpll
2049	2107	3226	1812	1041	Ralbp1
1529	1413	2595	1563	824	Srsf7
4786	4382	7372	4325	2369	Twsg1
34108	28799	55068	28164	15237	Ndufv2
918	721	1293	689	328	Washc1
2120	1724	2955	1582	933	Washc2
1	0	6	0	0	Themis3
0	13	10	0	0	Lhcgr
161	263	235	192	93	Nrxn1
156	68	60	48	12	Cacna1h
3	10	5	13	0	Prss41
100	64	107	48	31	Tedc2
14942	14917	25299	12164	8425	Lrpprc
5111.22	4630.07	7243.74	3798.12	1898.1	Atp6v0c
3754	3391	5418	2861	1730	Pdpk1
9	1	0	0	0	Prss30
5229	4661	7436	3609	2848	Prepl
1824	1609	2339	1286	650	Abca3
14	6	4	0	0	Slc3a1
12202	10667	17035.95	8124	5654	Eci1
0	3	0	1	0	Six2
512	434	751	446	245	Srbd1
11	3	6	9	5	Dnase1l2
403	382	583	330	154	E4f1
14128	17608	18901	10918	7073	Epas1
819	682	1131	586	382	Mlst8
6410	6386	10104	5192	3520	Rhoq
153	143	261	143	50	Pigf
1553	1342	2482	1305	641	Cript
2510	2081	3781	1964	1205	Mcfd2
1160	1134	1820	958	656	Msh2
0	0	1	0	0	Meiob
1443	1194	2263	1091	836	Hagh
1411	813	2062	1125	605	Spsb3
5660.12	5087.97	7504.93	4748.08	2789	Mapk8ip3
12611	15555	19684	9653	3831	C3
558	505	674	424	207	Jpt2
2082	2248	3448	1992	1267	Tmem204
401	345	630	330	143	Ift140
504	462	674	358	231	Telo2
185	83	154	30	19	Tpsab1
138	87	183	127	31	Pot1b
1	2	5	0	0	Tekt4
10	13	14	17	10	Sox8
321	254	409	305	111	Nme4
315	275	414	264	106	Pgap6
5215	4074	7687	4100	2156	Mrpl28
1169	1084	1747	904	670	Axin1
2	0	0	0	0	Pdia2
11	5	6	1	0	Rgs11
6489	6130	9801	5342	3060	Fam234a
753	539	976	544	299	Luc7l
4046	4065	3711	2041	1445	Dusp1
1011	675	1555	798	430	Bnip1
923	677	1084	692	420	Phf1
2178	1808	3049	1625	858	Cuta
8488	5908	12423	5548	3816	Plin3
1511	1533	2126	1233	659	Kdm4b
143	104	247	145	64	Rfx2
4261	3019	6430	3337	1722	Uqcc2
1	0	0	0	0	Acsbg3
245	211	408	180	136	Ip6k3
0	0	1	2	1	Grm8
1407	1213	1733	1017	565	Mllt1
8107	5442	11849	6098	3818	Nudt3
1189.97	856.83	1770.8	949.93	404.95	Snrpc
749	599	1063	614	263	Taf11
5022	4279	7198	4291	2843	Anks1
758	641	822	565	256	Zfp523
544	2346	727	312	194	Fkbp5
0	0	1	0	0	Clps
1363	1189	2087	1088	541	Nudt12
2341	2357	4058	2074	1383	Cul2
806	964	1113	718	370	Bambi
1358.67	1245	2128.86	1226	623	Mtpap
197	158	268	123	57	Map3k8
25890	24190	40743	21099	14639	Svil
4535	4528	6279	3392	2049	Zeb1
1303	1013	1715	1088	688	Epc1
1526	1488	2156	1144	839	Sos1
2249	2472	3462	1591	1061	Map4k3
21	17	34	12	14	Tmem178
154	113	233	106	39	Thumpd2
1360	1076	2208	1151	862	Pkdcc
16608.7	13401.75	25745.62	13176.69	7431.27	Cox7a2l
1043	1018	1618	854	564	Thada
231	169	312	186	62	Dync2li1
0	2	1	0	0	Abcg8
615	506	1027	575	230	Polr2d
4415	4275	7072	3814	2319	Slc25a46
1110	1245	1530	925	514	Sap130
3	4	3	0	2	Syt4
17	17	41	14	11	Celf4
707	556	1049	513	262	Tpgs2
274	352	411	236	157	Slc39a6
1400	1010	2062	995	569	Elp2
179	224	363	162	109	2700062C07Rik
88	67	126	49	18	Zscan30
1846	1602	2924	1577	927	Zfp397
6476	6373	10124	5032	3232	Mapre2
2602	2973	3937	2410	1349.99	Wac
5200	5492	8347	4174	2473	Ccny
797	568	1317	612	380	Thoc1
6158	5576	8734	5038	2707	Rock1
17	16	26	7	13	Cyp4f14
941.87	988.83	1626.79	792.95	453	Esco1
3494	3766	4984	2763	1717	Mib1
0	1	12	5	5	Cyp4f41-ps
2829	3559	4730	2518	1603	Zfp871
904	484	891	566	336	Adamts10
212	164	371	186	162	Myo1f
33.75	38.31	26.73	22.81	12.64	Kifc5b
3620	3180	6424	3247	2100	Dtna
23208	27144	36659	23320	13219	Cdh2
4111.95	3642.96	5369	3350	2500	Tapbp
2227	1705	3472	1799	851	Pfdn6
514	441	683	392	207	Wdr46
10	0	0	0	0	Mep1b
308	276	446	271	105	Rnf138
2365	2200	3280	1917	1160	Vps52
666	488	943	496	285	Ring1
2891.93	2454.53	4164.21	2174.4	1522.79	Slc39a7
105	51	97	49	20	Col11a2
4021	2983	5703	2783	1823	Dsc2
5	2	8	17	1	H2-Oa
4711	3520	6152	3628	1983	Brd2
688	653	1015	796	1001	Psmb8
1105	1053	1535	1055	673	Tap2
1	0	3	0	0	Btnl2
3747	3067	6475	3313	1839	Pfdn1
13	1	0	1	0	Psd2
293	235	523	274	161	Sting1
2707	2522	4152	1987	1467	Dnajc18
113	93	238	105	45	Spata24
14	14	5	12	12	Mzb1
12	5	1	3	0	Slc23a1
1037	887	1450	896	501	Sil1
43949	42191	72685	36328	24214	Hspa9
6189	5894	9791	5320	3252	Etf1
7	65	188	29	62	Cyp21a1
195	215	301	156	61	Gfra3
446	383	735	319	247	Nelfe
1895	1570	2699	1343	888	Cdc23
170	149	387	60.21	96	C2
497	527	727	359	246	Epb41l4a
415	339	769	404	180	Stard4
26	12	25	14	5	Tslp
376	313	351	302	97	Bin1
1071	1012	1417	916	474	Ercc3
1485	1711	2445	1258	846	Map3k2
1942	1696	2919	1400	1020	Iws1
6	5	3	0	0	Proc
3624	3182	5334	2714	1249	Csnk2b
1	0	0	0	0	Myo7b
0	7	4	4	0	Apom
8034	7409	10965	6108	3654	Bag6
8312	8076	10684	6278	4131	Prrc2a
5717	6228	7957	4207	2562	Lims2
106	83	186	95	149	Aif1
24	21	45	94	26	Ltb
3113	2587	4868	2516	1631	Wdr33
55	23	39	38	9	Tnf
5	2	7	1	0	Lta
48	72	102	48	27	Atp6v1g2
4079.26	3275.46	5903.7	3503.17	1861.2	Riok3
2	0	0	2	0	Psors1c2
1382	1568	1872	944	624	Rmc1
716	532	418	351	43	Aqp4
4941	6710	5840	3400	1997	Npc1
1676.02	1490.87	2597.62	1490.89	706	Mrpl27
1592	1558	2093	1105	643	Zfp521
213	234	259	97	119	Lama3
1142	915	1510	841	492	Dhx16
1411	1340	2429	1397	984	Impact
189	208	352	171	120	Ttc39c
3739	3375	6022	3310	1770	Ndfip1
292	311	421	285	153	Atat1
729	898	965	624	336	Spry4
1508	1345	2220	1165	753	Gnl1
6	5	7	9	6	Cabyr
6991	7123	10707	5936	3847	Nr3c1
1685.68	1393	2836	1317	801	Mrps18b
2163	1313	3422	1641	1254	Pcdh12
8319	7202	12508	7037	4179	Dele1
1060	848	1584	907	341	Rpp21
2372	2108	3150	1633	1028	Arap3
2260	1939	3516	1869	1031	Hdac3
1858	1878	2440	1555	889	Diaph1
933	751	1166	606	314	Trim26
0	0	1	0	0	H2-M5
285	190	286	181	67	Gabbr1
683	639	1919	439	883	Myot
822	833	1194	682	474	Dcp2
3927	3528	6492	3334	1903	Ik
1908	1911	2841	1521	1029	Pggt1b
3	4	22	0	6	Mal2
360	340.79	578.29	284	133.76	Ap3s1
109	149	160	45	44	Lvrn
3580.56	3516.03	5333.71	3024.42	1855.19	Ankhd1
3	3	6	0	0	Slc4a9
680	706	1091	558	313	Hbegf
834	837	1386	761	401	Yipf5
1971	1935	2813	1701	1068	Rbm27
4000	3572	6243	3021	2011	Lars
1643	1496	2522	1279	899	Tcerg1
11	1	4	6	0	Ppp2r2b
3271	2569	5008	2127	1353	Dpysl3
0	1	0	2	0	Jakmip2
0	0	5	0	0	Spink1
178	113	233	137	50	Dtwd2
7482	7672	10501	5334	3318	Hsd17b4
276	322	438	297	191	Rab27b
2487	2310	4147	2225	1294	Mbd2
3638	3167	4837	2760	1429	Smad4
826	622	1207	746	267	Sec11c
3	0	1	0	0	Grp
3	1	0	0	0	Rax
0	0	0	4	0	Cplx4
8	15	27	20	1	Pmaip1
16	6	13	5	0	Gnal
1260	1227	1331	631	455	Impa2
989	937	1299	640	441	Cidea
7234	6905	10703	5490	2842	Afg3l2
490	453	750	348	286	Srfbp1
127	102	241	112	42	Lox
5	2	4	4	0	Prelid3a
340	291	509	221	139	Spire1
358	481	448	334	125	Sncaip
382	319	442	265	155	Snx24
1082	944	1676	915	552	Psmg2
1078	869	1335	655	441	Ppic
715	577	1180	596	327	Ptpn2
534	439	697	393	254	Cep192
651	465	756	349	198	Ldlrad4
1317	1671	1945	920	847	Setbp1
3	1	2	0	0	Galr1
701	610	1144	525	340	Me2
273	223	368	151	105	Mapk4
1025	1053	1312	847	512	Cxxc1
1530	2320	2112	1163	727	Mbd1
1778	1654	2472	1316	958	Smad2
2	0	0	0	0	Sall3
1576	1312	2303	1172	739	Atp9b
1080	841	1543	854	418	Rbfa
1375.06	1002.53	1733.4	986.65	557.07	Txnl4a
29	37	26	13	4	Pde6a
9676	8224	15167	8408	4743	Csnk1a1
65	54	81	56	19	Pcyox1l
982.22	851.86	1625.88	839.84	597.2	Grpel2
1010	954	1497	767	605	Napg
3375	3018	5618	3122	1636	Txnl1
3896	3579	6153	3057	1807	Nars
8748	6689	11615	10059	3533	Fech
1624	1818	2104	1331	760	Nedd4l
259	153	281	157	114	Lmnb1
1162	1068	1663	972	611	C330018D20Rik
183	186	201	81	56	Megf10
1396	1303	2107	1066	595	Prrc1
2694	3239	4085	2217	1109	Slc12a2
197	99	270	240	73	Fbn2
38	30	53	22	16	Slc27a6
3755	3450	6184	3284	1949	Isoc1
4032	4106	6444	3511	1896	Dctn4
999	777	1368	793	540	Rbm22
14924.84	12389.97	22835.86	13137.95	6138.94	Rps14
1533	2448	3298	3182	2218	Cd74
1000	931	1255	772	485	Tcof1
2101	2160	3495	1852	1026	Tmx3
1942	2129	2833	1532	1049	Camk2a
4897	5110	7102	3847	2198	Pdgfrb
4657	3417	5524	3257	1628	Csf1r
1356	1176	1986	1032	615	Hmgxb3
1634	1744	2434	1335	790	Gnaq
224	193	188	79	52	Psat1
842	851	1198.75	666	415	Tle4
1282	1157	1868	955	464	Cndp2
2249	1917	3333	1765	1113	Timm21
3169	2611	5070	2537	1277	Cyb5a
5	0	0	0	0	Slc22a6
0	3	0	0	1	Scgb1a1
2045	1554	3099	1538	870	Asrgl1
1842	1488	2396	1134	522	Anxa1
202	130	265	114	70	Incenp
60542	53355	84790.99	46708	25264	Fth1
725	560	943	600	321	Rab3il1
2788	2867	3588	1914	1268	Fads3
746	594	1094	450	334	Fads2
114	63	180	75	56	Tmem138
231	174	464	224	130	Tmem216
3324	3099	5218	2971	1630	Sdhaf2
39	4	7	23	3	Cd5
30	8	5	23	0	Cd6
181	128	200	106	29	Ms4a7
36	20	84	242	10	Ms4a1
11	12	11	26	6	Ms4a4c
304.41	374.71	369.02	238	134	Ms4a6b
456	433	815	398	258	Ms4a4d
195.59	245.82	207	153	58	Ms4a6d
10	3	3	2	0	Ms4a2
1536	1411	2476	1504	724	Mrpl16
8225	8300	12204	6566	4262	Osbp
424	268	551	357	229	Fam111a
16	3	6	0	0	Keg1
7041	6140	11172	5213	3614	Zfp91
51	28	77	43	49	Lpxn
63	51	91	40	36	Gna14
3400	2946	5314	2904	1778	Rfk
239	211	263	144	53	Pcsk5
1532	1103	2096	1244	663	Ostf1
1664.53	1569.93	3122.31	1476.5	815.8	Carnmt1
26	7	37	12	0	Trpm6
3	15	13	4	0	Ms4a8a
475	422	580	383	236	Ccdc86
10453	10118	16510	8420	5982	Prpf19
576	440	676	402	311	Tmem132a
96	126	209	131	92	Slc15a3
14713	14494	22487	12311	7000	Ddb1
290	199	306	275	117	Fen1
1976	1794	2874	1423	894	Syt7
8	54	163.17	3	0	Aldh1a7
4	0	0	0	0	Tmc1
5969	6619	9243	4977	3256	Zfand5
1219	1490	1455	1263	378	Cemip2
6	0	0	0	0	Slc22a19
4191	4145	6311	3494	1874	Rtn3
1631	1864	2357	1162	619	Atl3
1094	857	1526	779	506	Naa40
515.3	440.49	736.32	471.29	294	Lipo3
2933	2632	4423	2352	1410	Otub1
771	740	929	508	349	Cdc42bpg
0	0	4	0	0	Lipn
5263	5048	7059	3121	1945	Ehd1
2570	2560	4130	1879	1616	Atg2a
0	0	0	1	0	Ankrd22
181	121	219	156	105	Stambpl1
1666	1329	2493	1230	699	Ppp2r5b
359	713	501	269	186	Fas
5673	4941	9058	3917	2783	Cdc37l1
1562	1927	2560	1348	654	Lipa
7259	6648	11590	6211	3688	Ak3
0	0	8	0	0	Gpha2
232	171	332	197	110	Rcl1
761	577	1000	546	432	Snx15
2098	1846	3236	1390	1015	Jak2
373	291	463	246	181	Sac3d1
3	21	5	8	5	Cdca5
620	469	832	407	215.92	Zfpl1
20	12	21	24	6	Tnfrsf25
88	54	101	76	47	Kif20b
695.89	563.55	897.63	502.4	257.92	Vps51
34	54	65	20	13	Htr7
144.11	95.45	185.37	68.6	31.88	Tm7sf2
572	463	858	430	260	Rpp30
64595	82342	107218	46982	41958	Ankrd1
3165	3132	5059	2580	1474	Pcgf5
46	2	8	15	0	Mlana
771	916	994	708	392	Syvn1
327	472	552	357	135	Il33
5802	5875	9289	5243	3294	Tnks2
1863	1517	2490	1365	587	Tjp2
434	408	495	300	156	Frmd8
1159	1204	1656	934	569	Uhrf2
229	172	244	142	103	Slc25a45
319	207	383	190	108	Rad9a
2129	2164	3424	1926	940	Dpf2
17	31	23	8	0	Gldc
2024	1972	3730	1956	1212	Mrpl21
594	411	799	371	252	Rps6kb2
235	208	306	159	86	Ighmbp2
546	461	910	395	193	Pola2
1871.52	1497.33	2502.5	1362.96	713.54	Coro1b
1054	828	1562	693	452	Eif1ad
0	0	3	0	0	Cabp4
341	426	551	328	144	Chka
2457	1989	3533	2038	997	Banf1
2475	2050	3612	2032	1081	Tmem134
279	207	455	180	151	Cst6
2359	1855	3179	1796	709	Aip
1282	1006	1565	925	508	Pitpnm1
8021	7294	12027	6486	3848	Sf3b2
467	383	641	346	141	Pold4
1918	1855	2658	1691	996	Pacs1
1044	729	1418	838	469	Cdk2ap2
2769	2416	3742	2210	1334	Grk2
2289	2028	3090	2000	1104	Klc2
3	8	11	0	0	Mbl2
1638	1248	2347	1295	638	Acy3
1465	1076	2289	1032	684	Pip5k1b
7528	6200	10777	5893	3312	Rab1b
11542.94	9577.64	17868.28	11688.22	5571.65	Doc2g
0	1	5	0	0	Cnih2
4235	3476	6324	2968	1730	Yif1a
446	411	769	392	226	Cbwd1
55	40	85	28	12	Rin1
169	84	197	119	29	Aldh3b1
2209	2261	3487	1681	1237	Asah2
318	221	412	246	129	Rce1
515	524	678	443	242	Slc29a2
2834	2641	5255	2282	1271	Pcx
635.7	633.94	913.83	532.7	323	Minpp1
310	309	306	195	130	Apba1
811	1050	1305	684	396	Papss2
4105	4245	4260	2457	1209	Cpt1a
260	217	317	146	88	Peli3
2293	1925	3585	1944	1145	Mrpl11
0	5	0	0	0	Lao1
68	67	62	32	15	Tesmin
1058	761	1389	684	456	Mus81
0	6	0	0	0	Gal
6682	5705	10661	5192	3100	Ppp6r3
458	398	587	309	129	Efemp2
12	11	11	27	9	Ctsw
1293	1009	1959	985	404	Fibp
2	0	0	3	0	Fosl1
3576	3495	4480	2795	1377	Lrp5
4780	3901	7173	3949	2028	Drap1
4759	4492	6680	3532	2211	Smarca2
2	0	0	0	0	Ovol1
30206	34554	45643	25015	17004	Vldlr
345	210	433	306	220	Rnaseh2c
1155	922	1764	878	427	Kat5
1472	1369	2003	1162	660	Rela
162	244	241	154	139	Slc1a1
11965	9876	18630	9034	6263	Ehbp1l1
674.57	573.69	911.37	465.97	199.45	Fam89b
1637	1612	1894	1089	635	Ltbp3
3663	3160	5225	2844	1730	Scyl1
1380	1321	2066	1097	569	Capn1
1644	1438	2283	1272	806	Smc5
2376	2027	3504	1843	1048	Arl2
624	676	837	461	273	Men1
1454	1108	1794	839	493	Map4k2
2311	2892	2988	2119	953	Sf1
16459	13534	25712	13320	7269	Prdx5
5397	3924	6752	3812	2430	Esrra
4.09	0	1	0	0	Kcnk4
879	879	1248	761	369	Gpr137
716	514	1015	543	285	Bad
1379	1109	1832	990	554	Plcb3
8885	7478	11994	7044	3726	Vegfb
1674	1423	2537	1332	678	Dnajc4
354	220	334	314	126	Fermt3
5895.8	5173.88	8853.66	5122.72	2926.97	Stip1
230	141	317	105	65	Rcor2
2042	2075	2556	1589	820	Mark2
575	523	933	390	188	Spindoc
0	20	24	0	0	Lgals12
3167	2947	4851	2508	1598	Smc3
862	1062	1183	682	276	Pdcd4
1815	2019	2947	1644	1005	Shoc2
15649	24467	19627	11915	7155	Gpam
14	12	7	9	5	Tectb
1343	1061	1779	1008	598	Acsl5
1434	1216	2208	1114	719	Zdhhc6
600	573	970	435	327	Vti1a
416	517	498	300	204	Tcf7l2
126	57	146	96	46	Hhex
0	0	2	1	0	Cyp26a1
23	25	13	16	15	Cep55
56	85	331	35	3	Rbp4
11153	10649	16408	8930	4851	Eif3a
781	659	1366	671	425	Dennd10
13965	12396	22298	10823	6410	Prdx3
3873	3535	5124	2611	1820	Plce1
423	419	709	324	276	Noc3l
53	51	56	40	40	Hells
4	15	0	0	0	Cyp2c39
2	3.83	0	0	0	Cyp2c40
16397	21578	25269	12904	9234	Sorbs1
395	404	550	364	221	Aldh18a1
283	352	463	241	168	Tctn3
233	207	357	169	75	Ccnj
30	56	63	8	9	Tll2
75	16	0	8	0	Dntt
5823	6159	9396	4885	3011	Tm9sf3
229	170	300	321	91	Pik3ap1
1408	1412	2314	1083	777	Lcor
5	1	0	5	0	Slit1
706	772	1270	724	476	Smndc1
1813	1617	2575	1551	737	Mxi1
5278	3576	7514	4186	2458	Add3
2965	2263	4383	2072	1141	Xpnpep1
1121	880	1251	1022	481	Trim8
1617	1412	2829	1385	892	Arl3
137	76	186	105	39	Sfxn2
413	311	611	299	131	Maoa
3	3	11	0	4	Efhc2
1338	1147	2267	1203	645	Fundc1
1967	1374	3128	1676	1086	Nt5c2
148	141	218	108	106	Msr1
1658	1648	2402	1229	695	Pdcd11
192	157	277	202	121	Taf5
186	164	248	147	71	Pcgf6
12	16	23	12	13	Tasl
1813	2002	2899	1815	976	Gk
8222	8307	12913	6597	4781	Slk
24	9	2	9	7	Col17a1
2340	2370	3866	2267	1175	Sfr1
5377	4763	8557	4707	2689	Gsto1
79	38	82	44	9	Gsto2
5	7	0	0	0	Habp2
606	492	927	459	239	Casp7
542	431	887	459	215	Dclre1a
3343	2967	5254	2643	1951	Nhlrc2
2	0	0	0	0	Tdrd1
302	272	377	212	79	Afap1l2
21997	22089	29939	17858	10916	Ablim1
216	181	368	189	113	Trub1
660	698	1216	542	289	Gfra1
1296	883	2123	1096	647	Hspa12a
49	28	36	44	3	Slc18a2
435	358	631	398	194	3110040N11Rik
8703.66	8411.11	13866.47	7665.43	4983.64	Btbd1
896	727	1412	824	451	Hdgfl3
47	15	118	6	7	Bnc1
24	6	0	0	0	Gcgr
11	27	24	9	23	Bhlhe22
0	0	12	10	0	Ppp1r27
11617	10352	17035	9868	5603	P4hb
5258	5034	6944	4147	1988	Arhgdia
3891	4232	6006	2708	2209	Ints4
980	771	1559	775	459	Alyref
1253	959	1660	954	550	Anapc11
1807	1507	2509	1485	782	Pcyt2
391	239	349.31	208.41	117	Sirt7
4216	3889	6461	3212	2088	Tollip
27	44	38	11	10	Pycr1
3167	2566	4944	2607	1576	Myadml2
906	824	1273	770	411	Aspscr1
776	693	1256	667	327	Cenpx
232	108	227	122	70	Lrrc45
1780	1718	2753	1372	901	Mob2
1280	928	1452	836	431	Cbr2
7147	6509	10711	5770	3026	Maged1
2718	5788	18195	1801	1141	Fasn
35	20	76	32	21	Arhgap19
973	756	1398	790	424	Dus1l
2827.54	2382.9	4179.07	2296.85	1196.93	Gps1
555	485	888	430	262	Zdhhc16
467	330	658	334	196	Rfng
1407	1089	1771	1008	624	Mms19
59	68	60	67	38	Slc16a3
2447	2867	3411	1971	1328	Csnk1d
4	7	7	13	10	Cd7
1	3	1	1	0	Sectm1a
594	548	920	490	306	Ogfod3
43	39	118	72	20	Rab40b
826	450	1105	656	299	Ubtd1
9	8	4	0	0	Ankrd2
2281	2012	3221	2041	1018	Wdr45b
1005	723	1428	796	335	Fn3k
24	21	45	12	1	Hoga1
798	828	1215	683	409	Pi4k2a
1686	1405	2569	1223	826	R3hcc1l
54	59	49	11	11	Loxl4
64	60	76	53	25	Hps1
8	2	1	1	3	Cnnm1
38974	32430	55793	26852	15888	Got1
136	150	136	124	65	Entpd7
613	486	960	538	222	Cutc
2	6	6	0	0	Abcc2
1165	1194	1699	910	618	Dnmbp
0	7	3	2	0	Cpn1
4	4	5	0	0	Cyp2c23
477	524	797	534	260	Erlin1
1307	1171	2058	951	661	Chuk
207	252	415	254	158	Cwf19l1
11.22	4.08	0	0	2.25	Scd3
1937.12	1255.11	3719.9	936.55	654	Scd2
46415	35124	68501	36579	18373	Ndufb8
13	12	6	12	10	Sema4g
1643	1436	2403	1336	798	Mrpl43
2257	2135	3417	1787	1112	Twnk
411	364	492	258	139	Sfxn3
111	70	144	84	14	Kazald1
6	5	12	3	0	Tlx1
3	8	10	0	0	Lbx1
945	832	1430	750	436	Btrc
597	492	810	442	241	Poll
6328	5561	9794	5352	3619	Oga
15901	13942	25923	13720	8503	Kcnip2
1622	1385	2081	1113	543	Ldb1
4159	3892	6064	3481	2336	Gbf1
1339	1129	1801	1114	654	Nfkb2
166	114	240	96	48	Fbxl15
117	82	138	47	38	Mfsd13a
5828	4976	9177	4514	2546	Actr1a
8	11	7	2	0	Pitx3
568	519	673	419	201	Sufu
3542	2718	4591	2937	1450	Hexa
4365	5078	7383	3968	2416	Arih1
213	232	461	206	119	Bbs4
455	452	566	342	266	Adpgk
978	767	1233	579	429	Parp6
3571	3874	5199	2948	2116	Limd1
2624	2671	4746	2297	1340	Sacm1l
34449.6	35094.33	51668.37	27787	18684.82	Fyco1
9	0	6	0	0	Slc6a20b
1584.98	1574.97	2664.95	1345.99	669.96	Lztfl1
3881	3801	5939	3248	1815	Tbl1x
58	81	115	36	47	Zfhx4
27	9	63	12	16	Ribc1
8588	7367	13833	7547	3695	Hsd17b10
26941	29697	39882	22064	14974	Huwe1
1283	1328	1935	1056	678	Fam120c
784	665	1310	705	374	Tsr2
593	437	755	450	291	Fgd1
3226	2924	4670	2677	1805	Gnl3l
2155	1490	2392	1547	648	Maged2
406	479	408	287	122	Apex2
13808	3140	10368	26232	2756	Alas2
1045	1737	1338	1033	306	Pfkfb1
122	95	111	84	29	Tro
393	435	534	308	162	Abhd6
4677	5400	5578	3752	1892	Flnb
18	16	15	14	7	Dnase1l3
1137	1132	1666	985	602	Polr3a
1003	712	1210	697	362	Sat1
1505	1131	2186	1119	714	Acot9
793	625	959	668	320	Prdx4
17301.58	13751.96	28065.89	16145.74	7797.96	Rps24
1301	1300	1606	1006	522	Ptprj
611	678	823	398	266	Banp
0	0	3	0	0	Car5a
1	1	11	6	0	Jph3
271	204	337	196	167	Itgb8
1002	980	1636	874	516	Sp4
131	109	154	85	68	Atp10a
8391	9137	14135	7766	5222	Ube3a
0	0	7	0	2	Padi3
6	14	10	10	6	Padi4
4155	4431	5737	3381	2033	Kdm5c
0	1	0	0	0	Gpr143
1786	1508	2756	1606	700	Sbds
1125	974	1614	913	550	Rabgef1
1	8	11	0	0	Mettl7b
9460	9465	13660	8381	4858	Itga7
98.53	82.82	138.44	91.25	55.19	Rdh5
2920.97	2847.91	4397.99	2226.98	1269	Cd63
147	128	205	114	64	Gdf11
283	226	341	224	139	Ormdl2
1890	1762	2769	1469	960	Dnajc14
216	306	440	150	83	Mmp19
770	742	1073	610	342	Dgka
478	479	608	319	167	Cdk2
7	3	4	0	4	Pmel
8883.6	6653.87	12629.34	6992.93	2978.79	Rps26
2236	2270	3719	2017	954	Pa2g4
1739	1874	2558	1435	920	Esyt1
5121	4853	7356	4084	2349	Smarcc2
9	0	3	0	0	Cdh9
1236	942	1858	970	564	Chmp6
219	221	297	171	114	Baiap2
1178	988	1462	885	457	Rnf41
873	694	1344	666	334	Nabp2
393	426	449	236	151	Aatk
409	339	554	265	264	Tepsin
1	0	11	3	0	Fscn2
1372	1022	1834	1101	570	Cnpy2
10	7	11	11	3	Il23a
993	802	1378	774	465	Faap100
3	10	28	10	4	Pde6g
281928	239352	433158.98	223482.95	130060	Atp5b
123	77	140	88	75	Prim1
0	6.68	3	0	0	Hsd17b6
2	0	0	0	0	Tac2
2	1	13	0	0	Myo1a
346	185	391	322	92	Nab2
2199	1949	3142	1683	1021	Shmt2
4984	5625	6101	3777	2563	R3hdm2
1	1	0	0	0	Inhbc
71	52	53	47	28	Gli1
372.27	328.14	591.81	297	186	Ddit3
322	388	345	223	161	Mbd6
5879	5564	8620	4467	2493	Dctn2
1255	951	1948	1033	712	Ttc4
1773	1739	2399	1417	924	Pip4k2c
8	1	10	2	0	Katnal2
3920	3378	5872	3137	1970	Hdhd2
